time,index,Sản xuất Dầu khí,"Thiết bị, Dịch vụ và Phân phối Dầu khí",Hóa chất,Lâm nghiệp và Giấy,Kim loại,Khai khoáng,Xây dựng và Vật liệu,Hàng công nghiệp,Điện tử & Thiết bị điện,Công nghiệp nặng,Vận tải,Tư vấn & Hỗ trợ Kinh doanh,Ô tô và phụ tùng,Bia và đồ uống,Sản xuất thực phẩm,Hàng gia dụng,Hàng hóa giải trí,Hàng cá nhân,Thuốc lá,Thiết bị và Dịch vụ Y tế,Dược phẩm,Phân phối thực phẩm & dược phẩm,Bán lẻ,Truyền thông,Du lịch & Giải trí,Viễn thông cố định,Viễn thông di động,Sản xuất & Phân phối Điện,Nước & Khí đốt,Ngân hàng,Bảo hiểm phi nhân thọ,Bảo hiểm nhân thọ,Bất động sản,Dịch vụ tài chính,Phần mềm & Dịch vụ Máy tính,Thiết bị và Phần cứng
2025-07-17,30835.077999999998,59.965,271.59600000000006,1359.457,394.31700000000006,461.3130000000001,982.9280000000002,4474.352,431.5399999999999,654.003,428.748,2719.4929999999995,733.3470000000001,269.61699999999996,1322.9969999999998,3036.275000000001,218.028,44.447,1077.4689999999998,73.078,178.49599999999998,1537.438,176.6,558.058,1041.8960000000002,707.9829999999997,140.706,134.108,1402.9259999999995,1718.437,572.7689999999999,249.609,53.5,2203.916,730.174,269.866,145.62599999999998
2025-07-18,30978.469999999998,60.57899999999999,274.76800000000003,1373.7410000000002,396.177,461.32099999999997,1009.0569999999998,4502.729000000001,433.05999999999995,659.4380000000001,426.6539999999999,2727.823999999999,745.543,268.549,1326.3100000000002,3042.697,219.85,45.447,1085.706,72.878,181.385,1537.7619999999995,176.6,561.3259999999999,1028.16,706.1339999999997,141.268,132.513,1407.9179999999997,1724.8140000000003,578.912,246.996,52.5,2216.827,734.98,269.643,148.40399999999997
2025-07-21,30940.222999999998,59.934000000000005,272.845,1381.6290000000001,390.471,465.1700000000001,1037.115,4502.368000000002,430.70399999999995,651.1220000000001,425.90099999999995,2731.5209999999993,740.2520000000001,271.519,1325.0040000000001,2990.898,220.517,45.397,1081.597,73.92899999999999,180.235,1543.487,172.7,557.728,1020.3050000000001,713.5319999999999,137.489,130.122,1418.27,1736.8030000000003,578.246,247.59400000000002,51.9,2209.358,729.471,270.513,144.577
2025-07-22,31152.608,60.181,272.991,1383.773,401.053,465.995,1081.386,4515.9670000000015,434.45799999999997,663.5630000000001,424.977,2758.640999999999,739.662,277.529,1340.6930000000002,3005.6470000000004,222.231,45.196999999999996,1082.245,74.329,183.071,1549.6440000000002,173.2,559.348,1020.2050000000002,720.6369999999998,137.295,130.518,1410.982,1760.459,595.251,248.76299999999998,52.5,2192.987,748.3349999999999,273.368,145.52700000000002
2025-07-23,31219.333,60.312,276.013,1402.9730000000002,394.06,476.7340000000001,1051.609,4528.331000000004,432.64699999999993,664.0980000000002,423.62999999999994,2766.0310000000004,739.789,280.341,1329.352,3004.269999999999,223.621,45.196999999999996,1082.3809999999994,75.344,182.771,1551.0709999999997,174.1,568.5249999999999,1020.7580000000002,731.1029999999998,138.195,131.51,1415.9270000000001,1769.6200000000001,597.3990000000001,251.654,52.4,2201.0649999999996,755.1039999999999,274.488,146.91
2025-07-24,31312.762,61.921,279.01800000000003,1410.4040000000002,404.97700000000003,468.68100000000004,1037.075,4562.717000000001,434.11799999999994,671.281,424.455,2781.526,740.835,281.759,1327.609,3021.2519999999995,222.19,45.0,1087.688,75.044,185.39,1549.2810000000002,165.6,566.023,1015.8100000000002,739.6230000000002,140.495,131.21699999999998,1414.3020000000001,1763.631,602.9979999999999,253.078,52.2,2219.972,754.946,272.746,147.9
2025-07-25,31449.775999999998,62.169,278.681,1411.6179999999997,416.217,467.9970000000001,1024.527,4571.933999999998,430.68599999999986,676.5610000000001,422.577,2778.3639999999996,752.178,282.967,1329.0720000000001,3049.4329999999995,221.9,44.900000000000006,1092.056,75.137,185.28000000000003,1554.897000000001,174.6,568.2620000000001,1016.973,743.2179999999997,138.995,134.08999999999997,1414.428,1769.6290000000001,608.2499999999999,252.16300000000004,52.0,2249.7169999999996,777.9499999999999,272.64,147.71000000000004
2025-07-28,31738.554,61.919,281.122,1404.309,433.986,475.60900000000004,1029.777,4631.086000000001,434.80699999999985,683.8980000000001,425.568,2788.784,756.991,286.529,1346.4010000000003,3067.146999999998,221.90699999999998,45.050000000000004,1095.7910000000002,74.807,191.10399999999998,1553.3010000000004,170.6,568.1539999999999,1021.8550000000001,746.348,141.645,134.482,1416.353,1782.057,625.6649999999998,256.406,52.2,2286.685,820.0370000000001,276.675,149.499
2025-07-29,31243.998,60.631,280.001,1373.2789999999995,444.017,464.7200000000001,990.8709999999999,4568.5199999999995,433.0029999999999,665.5469999999999,424.671,2762.9489999999987,750.0690000000001,284.06100000000004,1346.1870000000001,3049.861000000001,217.88100000000003,45.0,1078.528,73.90700000000001,184.82799999999997,1545.807000000001,158.4,555.311,1007.999,727.8509999999997,138.721,127.62700000000001,1406.4210000000003,1775.462,594.082,251.05399999999997,49.6,2216.743,774.25,269.929,146.21
2025-07-30,31430.317000000003,60.375,286.82300000000004,1382.7689999999998,447.066,478.05800000000016,1004.5169999999999,4592.7789999999995,435.898,667.472,423.125,2781.1939999999995,751.0600000000001,283.779,1339.871,3053.291999999999,218.39800000000002,45.0,1088.946,72.90700000000001,184.971,1548.2000000000003,165.5,564.0889999999999,1006.1569999999999,728.8539999999998,141.92600000000002,130.517,1403.344,1793.042,605.856,252.774,49.55,2229.422,788.9559999999999,274.433,149.397
2025-07-31,31561.417,60.986,287.866,1394.9470000000001,449.82199999999995,476.49400000000014,998.7130000000001,4607.842000000001,436.07499999999993,673.93,426.97799999999995,2800.058,747.736,284.97200000000004,1349.895,3052.8929999999996,215.155,45.0,1088.1059999999998,73.507,184.514,1545.6989999999998,158.6,565.356,1026.463,736.9779999999997,141.29500000000002,128.731,1407.042,1806.7039999999997,609.746,251.379,49.25,2254.6670000000004,796.083,278.29499999999996,149.64
